Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,mbti_type,text_sample
2,2,3,2,1,1,2,1,1,1,2,4,1,1,2,ISFP,I am observant and sensitive and I notice small details that others often overlook.
5,3,4,5,5,4,4,3,3,2,2,5,4,5,5,ENFJ,I enjoy leading groups and creating environments where everyone feels valued and motivated.
5,5,5,4,3,2,3,3,2,4,2,5,4,3,4,ESFJ,I prefer structured environments where I can contribute to the wellbeing of a community.
5,2,5,4,1,1,1,2,5,5,5,5,5,4,4,ESTJ,I am organised decisive and excellent at managing teams to meet operational goals.
5,5,2,5,3,1,4,1,1,2,2,3,3,4,5,ESFJ,I like organising group activities and ensuring that everyone feels included and valued.
5,4,4,3,4,4,5,4,4,3,3,2,1,1,2,ENFP,I am spontaneous and adaptable and I thrive in environments that allow for creative freedom.
3,5,5,3,5,4,4,3,5,5,3,2,2,1,1,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
5,3,5,3,4,4,3,5,4,5,3,4,3,2,5,ENTJ,I am direct and assertive and I prefer to make decisions quickly based on logic and data.
4,5,5,5,2,5,4,5,4,5,4,3,5,3,3,ENTJ,I like organising people resources and processes to achieve maximum efficiency.
2,5,2,5,5,5,5,5,5,4,4,1,2,1,4,ENTP,I love debating new ideas challenging conventional thinking and exploring possibilities.
1,3,1,4,4,5,5,3,4,4,3,1,1,2,2,INTP,I love exploring abstract ideas and questioning assumptions about how things work.
5,4,5,4,1,3,2,3,3,5,2,4,3,4,4,ESTJ,I enjoy leading projects coordinating logistics and maintaining productive structured teams.
3,1,1,3,4,3,4,3,5,5,4,2,1,1,4,INTP,I find routine boring and prefer exploring new concepts and unconventional approaches.
4,5,3,4,3,4,5,2,4,3,5,2,1,4,2,ENTP,I am energised by intellectual debate and enjoy challenging assumptions with counterarguments.
2,2,2,4,2,5,5,4,2,3,2,5,4,4,4,INFJ,I like helping individuals find clarity and direction in their lives through thoughtful guidance.
3,5,5,3,4,5,4,4,4,2,2,4,3,5,3,ENFJ,I like facilitating discussions and helping teams work through challenges collaboratively.
3,5,3,4,4,2,5,3,3,4,3,5,5,3,5,ENTJ,I like organising people resources and processes to achieve maximum efficiency.
1,2,1,1,3,5,4,3,5,3,5,3,4,5,5,INTJ,I like analysing data and building efficient solutions to difficult problems.
3,2,4,5,5,3,4,4,2,4,4,5,4,4,2,ENTJ,I thrive in competitive environments and enjoy the challenge of leading large scale initiatives.
4,5,5,3,3,5,5,4,3,1,3,3,3,3,1,ENFP,I enjoy exploring possibilities meeting diverse people and inspiring others with ideas.
5,5,5,5,1,2,1,3,1,1,1,1,3,3,1,ESFP,I like working with people and find satisfaction in making others laugh and feel good.
5,5,3,4,2,2,3,3,3,5,5,5,5,5,5,ESTJ,I like establishing clear processes enforcing standards and delivering reliable results.
1,2,1,1,5,3,3,5,5,4,4,2,3,1,2,INTP,I like working independently on open ended intellectual problems with no fixed answer.
4,2,3,1,2,3,2,2,5,5,5,1,2,1,1,ISTP,I enjoy working with my hands and find satisfaction in fixing or building physical things.
5,5,3,5,4,3,3,5,5,4,5,3,3,1,4,ENTP,I love debating new ideas challenging conventional thinking and exploring possibilities.
2,2,2,1,1,3,1,2,4,5,4,3,4,3,1,ISTP,I prefer working independently with flexible spontaneous approach to challenges.
4,5,5,3,3,3,3,3,4,3,3,1,3,3,5,ENTP,I love debating new ideas challenging conventional thinking and exploring possibilities.
2,3,5,4,3,4,4,2,1,2,1,4,4,5,4,ENFJ,I love building relationships supporting personal development and leading collaboratively.
2,1,1,1,4,5,5,5,5,2,4,3,4,4,4,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
5,3,5,5,5,4,5,2,2,1,3,4,3,4,2,ENFJ,I am passionate about inspiring others mentoring teams and facilitating group growth.
1,1,3,1,4,1,2,2,1,2,1,2,1,2,3,ISFP,I value kindness beauty and helping others in quiet behind the scenes ways.
5,5,3,4,5,5,4,3,5,5,4,2,1,2,3,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
3,3,4,4,2,3,2,4,3,5,4,3,2,4,1,ENTP,I love debating new ideas challenging conventional thinking and exploring possibilities.
5,5,4,3,3,3,5,2,5,5,4,3,2,1,1,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
3,1,1,1,5,4,5,4,4,5,5,5,5,5,5,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
4,5,4,3,4,3,5,5,2,2,4,5,3,3,5,ENFJ,I find deep satisfaction in seeing others grow and succeed because of my support.
5,4,4,3,5,3,5,4,5,5,3,3,5,5,4,ENTJ,I enjoy strategic planning and find satisfaction in turning ambitious visions into reality.
4,5,5,4,5,2,4,3,1,2,5,2,3,1,1,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
4,3,5,3,5,5,5,2,4,5,5,4,4,4,5,ENTJ,I like setting high standards and pushing teams to achieve results that exceed expectations.
5,5,4,3,4,2,3,4,1,1,1,2,2,1,1,ENFP,I like brainstorming campaigns advocacy and energising teams with optimistic vision.
2,2,1,5,1,2,2,2,2,3,4,3,5,5,2,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
1,3,2,3,1,1,1,1,1,3,1,1,1,1,2,ISFP,I am observant and sensitive and I notice small details that others often overlook.
4,5,4,1,3,2,3,2,1,2,1,2,1,2,1,ESFP,I enjoy performing collaborating in lively teams and bringing fun to every situation.
1,2,3,4,1,2,3,1,4,2,4,1,2,2,2,ESTP,I thrive in fast paced environments and excel at quick pragmatic problem solving.
3,4,2,3,2,1,1,1,2,2,1,3,1,1,1,ESFP,I enjoy living in the moment and bringing energy and excitement to everything I do.
2,1,3,2,4,5,5,4,1,1,2,1,1,1,4,INFP,I prefer working on projects that feel personally meaningful rather than purely practical.
3,4,2,5,2,1,1,3,2,5,3,2,4,5,4,ESTJ,I enjoy leading projects coordinating logistics and maintaining productive structured teams.
3,4,2,1,5,5,4,5,2,3,3,4,5,5,4,INFJ,I am deeply empathetic and enjoy helping others achieve their personal growth goals.
3,5,4,3,4,3,5,5,1,4,5,2,1,3,1,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
4,3,5,3,4,5,2,5,2,5,4,5,3,2,5,ENTJ,I enjoy managing complex projects making decisive choices and inspiring leadership.
3,5,4,4,4,4,4,3,4,3,3,2,1,2,4,ENTP,I enjoy working with others to brainstorm and prototype new concepts quickly.
1,2,2,2,2,1,3,1,5,5,5,2,1,1,3,ISTP,I am independent and self reliant and I prefer to solve problems on my own terms.
4,3,4,3,2,4,3,2,3,3,1,5,3,3,4,ENFJ,I love building relationships supporting personal development and leading collaboratively.
2,1,3,3,4,5,4,3,3,2,5,2,3,2,4,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
4,3,5,4,3,5,2,5,5,3,4,1,2,2,1,ENTP,I like to question the status quo and find better more innovative ways of doing things.
3,5,1,5,2,1,3,3,4,5,4,1,2,1,3,ESTP,I am bold and energetic and I enjoy jumping into action without overthinking.
2,1,2,3,3,1,1,3,2,2,1,2,1,1,1,ISFP,I am gentle and easy going and I prefer to avoid conflict and keep things harmonious.
1,1,3,1,3,4,3,3,4,5,3,4,3,2,3,INTP,I like working independently on open ended intellectual problems with no fixed answer.
2,1,2,1,5,5,4,4,1,3,1,3,5,5,3,INFJ,I like meaningful conversations about values and making a positive impact on society.
4,3,2,2,5,4,2,5,3,2,1,2,1,1,4,INFP,I enjoy quiet reflection and expressing my feelings through creative writing or art.
3,2,2,1,2,2,1,2,5,5,3,2,2,2,1,ISTP,I prefer to stay flexible and respond to situations as they arise rather than planning ahead.
3,2,3,3,5,5,4,3,5,5,5,5,4,5,3,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
5,5,4,5,5,5,5,4,4,4,4,5,5,5,5,ENTJ,I excel at leading teams setting ambitious goals and driving strategic execution.
1,1,2,2,2,2,2,2,3,1,3,3,1,3,3,ISFP,I enjoy artistic expression working at my own pace and experiencing the present moment.
1,1,3,2,5,5,4,5,5,3,5,1,3,1,2,INTP,I like working independently on open ended intellectual problems with no fixed answer.
2,2,1,2,2,2,2,2,4,4,5,4,5,5,3,ISTJ,I like working with facts and data and prefer proven methods over experimental approaches.
5,2,4,5,2,2,2,2,4,3,5,2,2,2,1,ESTP,I enjoy action oriented challenges negotiation and persuading others with direct energy.
5,5,3,5,1,1,1,2,2,1,3,5,5,4,4,ESFJ,I prefer structured environments where I can contribute to the wellbeing of a community.
1,1,1,4,2,3,1,1,3,3,5,4,3,4,4,ISTJ,I like following established methods maintaining accurate records and meeting deadlines.
2,1,1,5,4,5,5,4,3,2,5,3,4,3,4,INTJ,I am drawn to long range strategy and enjoy working alone on intellectually demanding tasks.
1,2,3,5,3,1,1,2,4,2,3,2,3,2,1,ESFP,I enjoy living in the moment and bringing energy and excitement to everything I do.
5,5,3,3,1,2,2,3,5,4,5,4,1,1,2,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
3,1,3,3,2,3,4,1,4,5,3,4,4,5,3,ISTJ,I like working with facts and data and prefer proven methods over experimental approaches.
5,2,5,4,2,5,4,2,1,1,1,1,3,3,1,ENFP,I am energised by social interaction and love inspiring others with my ideas and energy.
2,1,3,2,1,1,1,1,2,2,5,4,2,5,5,ISTJ,I enjoy maintaining order and ensuring that processes run smoothly and efficiently.
4,5,5,3,2,1,3,1,3,3,2,3,4,4,4,ESFJ,I like working with people creating welcoming environments and fulfilling social duties.
5,5,5,4,4,2,2,1,4,3,1,3,1,3,2,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
5,5,3,5,5,5,5,5,2,1,2,5,5,5,3,ENFJ,I enjoy teaching coaching and helping communities achieve shared meaningful goals.
1,1,2,3,5,4,1,3,1,3,1,4,2,3,4,INFP,I am idealistic and often imagine how the world could be better and more compassionate.
2,3,2,2,5,5,5,4,1,2,1,3,2,2,1,INFP,I prefer working on projects that feel personally meaningful rather than purely practical.
4,3,4,5,2,1,2,1,4,5,4,2,3,2,3,ESTP,I like taking risks adapting quickly and solving immediate real world problems.
1,2,2,1,5,5,5,1,5,3,5,5,3,5,4,INTJ,I find satisfaction in mastering complex subjects and applying them to build better systems.
1,2,2,1,1,4,2,2,3,4,5,5,2,4,5,ISTJ,I enjoy maintaining order and ensuring that processes run smoothly and efficiently.
2,1,1,5,5,5,4,5,5,5,5,1,1,1,1,INTP,I love exploring abstract ideas and questioning assumptions about how things work.
5,3,4,4,4,5,3,4,1,1,1,4,4,5,4,ENFJ,I am passionate about inspiring others mentoring teams and facilitating group growth.
4,2,1,5,4,5,3,4,1,3,2,3,1,2,2,ENFP,I like exploring many different possibilities and I often pursue multiple interests at once.
5,5,4,3,1,2,1,2,4,2,1,2,3,2,3,ESFP,I enjoy living in the moment and bringing energy and excitement to everything I do.
2,2,1,1,5,5,4,5,3,4,5,2,1,3,4,INTP,I prefer to understand the why behind everything rather than just following instructions.
4,4,5,5,3,3,3,4,5,4,4,5,4,5,3,ENTJ,I enjoy strategic planning and find satisfaction in turning ambitious visions into reality.
4,3,3,5,5,3,5,5,4,2,3,4,3,5,5,ENTJ,I like setting high standards and pushing teams to achieve results that exceed expectations.
1,1,1,2,1,1,1,1,4,3,5,2,2,1,3,ISTP,I like to observe situations carefully before acting and prefer practical solutions over theory.
3,5,5,4,5,1,4,5,3,4,5,2,1,1,2,ENTP,I like entrepreneurial ventures innovation and rapidly generating novel concepts.
5,4,2,3,4,5,4,3,4,4,5,2,1,1,2,ENTP,I like to question the status quo and find better more innovative ways of doing things.
1,3,4,2,4,3,4,5,5,4,4,1,1,2,1,INTP,I enjoy debating ideas and exploring multiple logical frameworks before reaching a conclusion.
2,1,1,3,1,2,1,1,2,2,2,2,2,1,1,ISFP,I prefer to act on my feelings rather than follow rigid plans or schedules.
4,5,3,4,1,2,1,2,2,1,2,5,5,4,4,ESFJ,I like organising group activities and ensuring that everyone feels included and valued.
3,4,3,5,2,1,1,2,2,2,1,5,2,4,4,ESFJ,I enjoy caring professions where I can support and nurture others in practical ways.
2,3,1,1,3,3,1,2,2,2,2,1,5,5,4,ISFJ,I prefer stable predictable environments where I can focus on helping those around me.
2,4,1,2,2,1,3,3,4,5,4,5,5,4,4,ISTJ,I am thorough and detail oriented and I rarely make mistakes when I follow a structured process.
1,1,2,2,2,3,2,1,4,3,4,2,2,3,2,ISTP,I prefer working independently with flexible spontaneous approach to challenges.
4,4,3,3,5,4,4,5,5,3,4,3,4,3,3,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
4,4,5,3,2,2,4,3,4,3,5,4,5,5,4,ESTJ,I like establishing clear processes enforcing standards and delivering reliable results.
3,1,2,1,4,1,2,3,1,2,1,3,3,2,1,ISFP,I am observant and sensitive and I notice small details that others often overlook.
3,5,4,4,3,3,2,4,2,3,5,5,5,3,4,ESTJ,I am direct and confident and I prefer straightforward communication over ambiguity.
1,2,1,3,1,3,2,4,2,2,1,1,3,2,3,ISFP,I like creative hands on activities and expressing my feelings through visual art.
2,1,2,2,5,4,3,5,2,1,2,4,5,3,3,INFJ,I am intuitive about people feelings and enjoy counselling and guiding others.
3,4,4,4,5,5,5,3,5,4,4,2,2,2,4,ENTP,I enjoy working with others to brainstorm and prototype new concepts quickly.
3,5,4,4,3,3,5,4,4,4,4,1,2,1,4,ENTP,I am adaptable and thrive in fast changing environments where I can experiment freely.
5,5,4,4,4,1,2,2,5,5,2,2,3,2,2,ESTP,I like working in dynamic environments where I can respond quickly to changing situations.
1,2,1,1,4,3,3,2,2,1,4,3,5,4,4,ISFJ,I am caring supportive and dedicated to helping others in practical everyday ways.
5,4,3,3,3,3,3,4,5,5,4,1,3,2,2,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
4,4,4,4,4,3,3,4,1,3,1,2,5,2,5,ENFJ,I like facilitating discussions and helping teams work through challenges collaboratively.
3,1,3,3,2,2,1,2,5,5,4,4,1,1,2,ISTP,I am independent and self reliant and I prefer to solve problems on my own terms.
5,3,3,3,2,3,4,3,2,4,4,5,3,1,1,ESTJ,I like setting clear expectations and following through with consistent disciplined execution.
4,4,5,3,4,5,5,5,3,5,2,1,2,1,2,ENTP,I enjoy brainstorming creative solutions and arguing multiple perspectives on problems.
3,4,5,3,2,1,1,4,2,1,1,1,2,3,1,ESFP,I am outgoing and playful and I love being the centre of attention in social settings.
1,1,3,1,3,5,4,5,5,5,4,1,1,3,1,INTP,I find routine boring and prefer exploring new concepts and unconventional approaches.
4,3,2,3,3,2,1,1,2,3,1,3,4,4,5,ISFJ,I like routine and dependable work that allows me to support and protect others.
2,2,2,2,5,3,2,5,4,4,3,1,2,4,2,INTP,I enjoy logic puzzles theoretical debates and understanding underlying principles.
1,1,2,2,2,3,2,3,5,5,5,3,1,4,2,ISTP,I am independent and self reliant and I prefer to solve problems on my own terms.
3,2,2,1,3,4,4,3,2,2,1,2,2,1,1,INFP,I enjoy quiet reflection and expressing my feelings through creative writing or art.
3,3,5,5,3,4,4,3,2,2,3,2,1,1,1,ENFP,I like exploring many different possibilities and I often pursue multiple interests at once.
3,4,4,5,1,2,1,1,3,1,2,2,3,1,2,ESFP,I enjoy performing collaborating in lively teams and bringing fun to every situation.
2,4,3,3,1,1,2,2,2,5,5,3,3,1,3,ESTP,I enjoy persuading others and thrive in competitive high stakes situations.
4,5,4,3,2,2,1,1,3,1,3,1,2,1,3,ESFP,I enjoy performing collaborating in lively teams and bringing fun to every situation.
3,2,4,2,1,2,3,1,1,3,3,4,4,4,5,ISFJ,I enjoy organising and maintaining systems that help others function smoothly.
1,2,1,2,3,2,2,3,1,3,4,3,2,3,1,ISFP,I enjoy artistic expression working at my own pace and experiencing the present moment.
2,3,1,1,5,3,3,3,5,4,5,3,1,2,1,INTP,I find routine boring and prefer exploring new concepts and unconventional approaches.
2,3,1,4,2,1,1,3,4,4,4,1,3,2,1,ISTP,I like troubleshooting technical systems and finding practical efficient solutions.
3,5,5,4,5,1,3,1,2,2,1,5,2,5,5,ESFJ,I care about community harmony and enjoy organising social events and supporting others.
3,4,2,3,2,3,2,1,1,1,2,5,2,4,5,ISFJ,I am patient and thorough and I like to make sure everyone feels included and supported.
5,4,3,3,3,2,2,4,4,5,5,4,3,3,1,ESTP,I am observant and resourceful and I find practical solutions to problems on the spot.
3,5,3,4,5,3,5,4,5,5,5,1,3,1,2,ENTP,I like to question the status quo and find better more innovative ways of doing things.
1,2,2,2,1,4,2,2,5,5,4,4,5,5,5,ISTJ,I value responsibility consistency and working systematically through detailed tasks.
5,4,4,4,1,1,2,2,5,3,5,1,1,2,2,ESTP,I like working in dynamic environments where I can respond quickly to changing situations.
2,1,1,1,2,1,3,3,2,3,1,3,5,4,4,ISFJ,I am attentive to the needs of others and enjoy making people feel comfortable and cared for.
4,3,4,5,2,2,2,2,2,4,2,3,1,1,3,ESFP,I like people centred work that lets me express enthusiasm and bring joy to others.
2,5,5,3,4,5,2,2,1,1,3,1,4,2,1,ENFP,I enjoy exploring possibilities meeting diverse people and inspiring others with ideas.
3,1,3,2,5,3,4,1,4,2,5,5,5,5,3,INTJ,I find satisfaction in mastering complex subjects and applying them to build better systems.
4,1,1,3,5,5,3,4,1,3,3,3,1,1,3,INFP,I like exploring philosophical questions about identity meaning and human connection.
4,4,4,5,3,4,5,4,2,2,5,4,5,5,4,ENFJ,I like facilitating discussions and helping teams work through challenges collaboratively.
3,4,3,4,3,4,3,5,1,2,2,1,1,2,3,ENFP,I am spontaneous and adaptable and I thrive in environments that allow for creative freedom.
1,3,1,1,5,5,5,3,5,4,5,3,3,3,4,INTJ,I like to understand the underlying logic of systems and improve them through careful analysis.
2,1,2,2,1,1,1,4,1,4,2,1,2,2,3,ISFP,I enjoy spending time in nature and find inspiration in the beauty of everyday experiences.
4,5,3,3,1,3,1,1,4,5,4,4,5,4,3,ESTJ,I am organised decisive and excellent at managing teams to meet operational goals.
